dataset,dataset_family,method,view,cell_count,adj_precision,adj_recall,adj_f1,np2,np3,local_direction_error_deg,angular_error_deg,radial_spearman,area_cv,overlap_ratio,gap_ratio,invalid_polygon_count
福建,CEG,GeoAnnulus-Final,annulus,74,0.6647398843930635,0.92,0.7718120805369127,0.6841557268027857,0.7101116670448845,17.37771444679543,1.221970803177136,0.9606960385042574,0.6122162043052363,9.183963277239842e-16,7.347170621791874e-16,0.0
福建,CEG,GeoDisk-Final,disk,74,0.6578947368421053,1.0,0.7936507936507937,0.6628024091259387,0.6492640981427019,12.655822126839375,2.953860083474787,0.9574083672713808,0.4817032627071205,0.0,1.2722360648694805e-15,0.0
福建,CEG,Harmonic,annulus,74,0.615819209039548,0.872,0.7218543046357616,0.626546128635912,0.6694398752531961,17.741867487364967,1.430131323046665,0.9106405035172156,0.6254628998065886,0.0,7.347170621791874e-16,0.0
福建,CEG,Harmonic,disk,74,0.6329787234042553,0.952,0.7603833865814698,0.6493921591638311,0.6563712058332568,12.09818742749578,4.026970704697494,0.8974898185857089,0.5643412166505553,0.0,8.481573765796536e-16,0.0
福建,CEG,Regular Topology,annulus,74,0.526595744680851,0.792,0.6325878594249202,0.5016924128673692,0.5060322375566495,30.390073095894845,5.118493987979122,0.9558089596445758,0.7152812557770781,0.0020354953031979,0.0027954043027807,0.0
福建,CEG,Regular Topology,disk,74,0.4837209302325581,0.832,0.6117647058823529,0.4680422878832826,0.4803907309619747,30.072022693891405,5.118493987979119,0.9641910403554238,0.6513417962904775,0.0012610751540596,0.0019880101789317,0.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Area-balanced,annulus,162,0.5527638190954773,0.7189542483660131,0.6249999999999999,0.5375212511034091,0.5783202278643419,20.00878991617148,1.022445103302907,0.9533062985927144,0.9161665602986968,0.0025614905274001,2.5715097176271556e-15,0.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Area-balanced,disk,162,0.6557788944723618,0.8529411764705882,0.7414772727272727,0.6534283697166394,0.6712479905410058,9.196587820505677,2.6826980537714475,0.9662459496114076,0.9175796350433384,0.0028239641678274,4.240786882898267e-16,0.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Direct Polar,annulus,162,0.2073059360730593,0.7418300653594772,0.3240542469664525,0.2282015080798047,0.2245258542067756,41.948062643365645,12.181140318525102,0.2582505840300203,7.123275425410666,0.0,0.0032057546957801,128.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Direct Polar,disk,162,0.2073059360730593,0.7418300653594772,0.3240542469664525,0.2282015080798047,0.2245258542067756,41.948062643365645,12.181140318525102,0.2582505840300203,7.123275425410666,0.0,0.0024671488138729,128.0
