source,target,status
CEG2000_f4_r0014_c0082,CEG2000_f4_r0015_c0082,preserved
CEG2000_f4_r0014_c0083,CEG2000_f4_r0014_c0084,preserved
CEG2000_f4_r0014_c0083,CEG2000_f4_r0015_c0082,new
CEG2000_f4_r0014_c0083,CEG2000_f4_r0015_c0083,preserved
CEG2000_f4_r0014_c0084,CEG2000_f4_r0014_c0085,preserved
CEG2000_f4_r0014_c0084,CEG2000_f4_r0015_c0083,new
CEG2000_f4_r0014_c0084,CEG2000_f4_r0015_c0084,preserved
CEG2000_f4_r0014_c0085,CEG2000_f4_r0014_c0086,preserved
CEG2000_f4_r0014_c0085,CEG2000_f4_r0015_c0084,new
CEG2000_f4_r0014_c0085,CEG2000_f4_r0015_c0085,preserved
CEG2000_f4_r0014_c0086,CEG2000_f4_r0014_c0087,preserved
CEG2000_f4_r0014_c0086,CEG2000_f4_r0015_c0085,new
CEG2000_f4_r0014_c0086,CEG2000_f4_r0015_c0086,preserved
CEG2000_f4_r0014_c0087,CEG2000_f4_r0014_c0088,lost
CEG2000_f4_r0014_c0087,CEG2000_f4_r0015_c0086,new
CEG2000_f4_r0014_c0087,CEG2000_f4_r0015_c0087,preserved
CEG2000_f4_r0014_c0088,CEG2000_f4_r0014_c0089,lost
CEG2000_f4_r0014_c0088,CEG2000_f4_r0015_c0088,preserved
CEG2000_f4_r0014_c0088,CEG2000_f4_r0015_c0089,new
CEG2000_f4_r0014_c0088,CEG2000_f4_r0016_c0089,new
CEG2000_f4_r0014_c0089,CEG2000_f4_r0014_c0090,lost
CEG2000_f4_r0014_c0089,CEG2000_f4_r0015_c0089,preserved
CEG2000_f4_r0014_c0089,CEG2000_f4_r0015_c0090,new
CEG2000_f4_r0014_c0090,CEG2000_f4_r0014_c0091,preserved
CEG2000_f4_r0014_c0090,CEG2000_f4_r0015_c0090,lost
CEG2000_f4_r0014_c0090,CEG2000_f4_r0015_c0091,new
CEG2000_f4_r0014_c0091,CEG2000_f4_r0014_c0092,preserved
CEG2000_f4_r0014_c0091,CEG2000_f4_r0015_c0091,preserved
CEG2000_f4_r0014_c0091,CEG2000_f4_r0015_c0092,new
CEG2000_f4_r0014_c0092,CEG2000_f4_r0014_c0093,preserved
CEG2000_f4_r0014_c0092,CEG2000_f4_r0015_c0092,preserved
CEG2000_f4_r0014_c0092,CEG2000_f4_r0015_c0093,new
CEG2000_f4_r0014_c0093,CEG2000_f4_r0014_c0094,preserved
CEG2000_f4_r0014_c0093,CEG2000_f4_r0015_c0093,preserved
CEG2000_f4_r0014_c0093,CEG2000_f4_r0015_c0094,new
CEG2000_f4_r0014_c0094,CEG2000_f4_r0014_c0095,preserved
CEG2000_f4_r0014_c0094,CEG2000_f4_r0015_c0094,preserved
CEG2000_f4_r0014_c0094,CEG2000_f4_r0015_c0095,new
CEG2000_f4_r0014_c0095,CEG2000_f4_r0015_c0095,preserved
CEG2000_f4_r0015_c0077,CEG2000_f4_r0015_c0078,preserved
CEG2000_f4_r0015_c0078,CEG2000_f4_r0015_c0079,preserved
CEG2000_f4_r0015_c0078,CEG2000_f4_r0016_c0078,lost
CEG2000_f4_r0015_c0079,CEG2000_f4_r0015_c0080,preserved
CEG2000_f4_r0015_c0079,CEG2000_f4_r0016_c0079,lost
CEG2000_f4_r0015_c0080,CEG2000_f4_r0015_c0081,preserved
CEG2000_f4_r0015_c0080,CEG2000_f4_r0016_c0078,new
CEG2000_f4_r0015_c0081,CEG2000_f4_r0015_c0082,preserved
CEG2000_f4_r0015_c0081,CEG2000_f4_r0016_c0078,new
CEG2000_f4_r0015_c0081,CEG2000_f4_r0016_c0079,new
CEG2000_f4_r0015_c0081,CEG2000_f4_r0016_c0081,lost
CEG2000_f4_r0015_c0082,CEG2000_f4_r0015_c0083,preserved
CEG2000_f4_r0015_c0082,CEG2000_f4_r0016_c0079,new
CEG2000_f4_r0015_c0082,CEG2000_f4_r0016_c0081,new
CEG2000_f4_r0015_c0082,CEG2000_f4_r0016_c0082,lost
CEG2000_f4_r0015_c0083,CEG2000_f4_r0015_c0084,preserved
CEG2000_f4_r0015_c0083,CEG2000_f4_r0016_c0081,new
CEG2000_f4_r0015_c0083,CEG2000_f4_r0016_c0082,new
CEG2000_f4_r0015_c0083,CEG2000_f4_r0016_c0083,preserved
CEG2000_f4_r0015_c0084,CEG2000_f4_r0015_c0085,preserved
CEG2000_f4_r0015_c0084,CEG2000_f4_r0016_c0083,new
CEG2000_f4_r0015_c0084,CEG2000_f4_r0016_c0084,preserved
CEG2000_f4_r0015_c0085,CEG2000_f4_r0015_c0086,preserved
CEG2000_f4_r0015_c0085,CEG2000_f4_r0016_c0084,new
CEG2000_f4_r0015_c0085,CEG2000_f4_r0016_c0085,preserved
CEG2000_f4_r0015_c0085,CEG2000_f4_r0016_c0086,new
CEG2000_f4_r0015_c0086,CEG2000_f4_r0015_c0087,preserved
CEG2000_f4_r0015_c0086,CEG2000_f4_r0016_c0086,preserved
CEG2000_f4_r0015_c0087,CEG2000_f4_r0015_c0088,preserved
CEG2000_f4_r0015_c0087,CEG2000_f4_r0016_c0086,new
CEG2000_f4_r0015_c0087,CEG2000_f4_r0016_c0087,preserved
CEG2000_f4_r0015_c0087,CEG2000_f4_r0016_c0088,new
CEG2000_f4_r0015_c0088,CEG2000_f4_r0015_c0089,lost
CEG2000_f4_r0015_c0088,CEG2000_f4_r0016_c0088,preserved
CEG2000_f4_r0015_c0088,CEG2000_f4_r0016_c0089,new
CEG2000_f4_r0015_c0089,CEG2000_f4_r0015_c0090,preserved
CEG2000_f4_r0015_c0089,CEG2000_f4_r0016_c0089,preserved
CEG2000_f4_r0015_c0089,CEG2000_f4_r0016_c0090,new
CEG2000_f4_r0015_c0090,CEG2000_f4_r0015_c0091,preserved
CEG2000_f4_r0015_c0090,CEG2000_f4_r0016_c0090,preserved
CEG2000_f4_r0015_c0090,CEG2000_f4_r0016_c0091,new
CEG2000_f4_r0015_c0091,CEG2000_f4_r0015_c0092,preserved
CEG2000_f4_r0015_c0091,CEG2000_f4_r0016_c0091,preserved
CEG2000_f4_r0015_c0091,CEG2000_f4_r0016_c0092,new
CEG2000_f4_r0015_c0092,CEG2000_f4_r0015_c0093,preserved
CEG2000_f4_r0015_c0092,CEG2000_f4_r0016_c0092,preserved
CEG2000_f4_r0015_c0092,CEG2000_f4_r0016_c0093,new
CEG2000_f4_r0015_c0093,CEG2000_f4_r0015_c0094,preserved
CEG2000_f4_r0015_c0093,CEG2000_f4_r0016_c0093,preserved
CEG2000_f4_r0015_c0093,CEG2000_f4_r0016_c0094,new
CEG2000_f4_r0015_c0094,CEG2000_f4_r0015_c0095,preserved
CEG2000_f4_r0015_c0094,CEG2000_f4_r0016_c0094,preserved
CEG2000_f4_r0016_c0078,CEG2000_f4_r0016_c0079,preserved
CEG2000_f4_r0016_c0079,CEG2000_f4_r0016_c0081,new
CEG2000_f4_r0016_c0081,CEG2000_f4_r0016_c0082,preserved
CEG2000_f4_r0016_c0082,CEG2000_f4_r0016_c0083,preserved
CEG2000_f4_r0016_c0083,CEG2000_f4_r0016_c0084,preserved
CEG2000_f4_r0016_c0083,CEG2000_f4_r0017_c0083,preserved
CEG2000_f4_r0016_c0084,CEG2000_f4_r0016_c0085,preserved
CEG2000_f4_r0016_c0084,CEG2000_f4_r0017_c0083,new
CEG2000_f4_r0016_c0084,CEG2000_f4_r0017_c0084,preserved
CEG2000_f4_r0016_c0085,CEG2000_f4_r0016_c0086,preserved
CEG2000_f4_r0016_c0085,CEG2000_f4_r0017_c0084,new
CEG2000_f4_r0016_c0085,CEG2000_f4_r0017_c0086,new
CEG2000_f4_r0016_c0086,CEG2000_f4_r0016_c0087,preserved
CEG2000_f4_r0016_c0086,CEG2000_f4_r0017_c0086,preserved
CEG2000_f4_r0016_c0087,CEG2000_f4_r0016_c0088,preserved
CEG2000_f4_r0016_c0087,CEG2000_f4_r0017_c0086,new
CEG2000_f4_r0016_c0087,CEG2000_f4_r0017_c0087,preserved
CEG2000_f4_r0016_c0087,CEG2000_f4_r0017_c0088,new
CEG2000_f4_r0016_c0088,CEG2000_f4_r0016_c0089,preserved
CEG2000_f4_r0016_c0088,CEG2000_f4_r0017_c0088,preserved
CEG2000_f4_r0016_c0088,CEG2000_f4_r0017_c0089,new
CEG2000_f4_r0016_c0089,CEG2000_f4_r0016_c0090,preserved
CEG2000_f4_r0016_c0089,CEG2000_f4_r0017_c0089,preserved
CEG2000_f4_r0016_c0089,CEG2000_f4_r0017_c0090,new
CEG2000_f4_r0016_c0090,CEG2000_f4_r0016_c0091,preserved
CEG2000_f4_r0016_c0090,CEG2000_f4_r0017_c0090,preserved
CEG2000_f4_r0016_c0090,CEG2000_f4_r0017_c0091,new
CEG2000_f4_r0016_c0091,CEG2000_f4_r0016_c0092,preserved
CEG2000_f4_r0016_c0091,CEG2000_f4_r0017_c0091,preserved
CEG2000_f4_r0016_c0091,CEG2000_f4_r0017_c0092,new
CEG2000_f4_r0016_c0092,CEG2000_f4_r0016_c0093,preserved
CEG2000_f4_r0016_c0092,CEG2000_f4_r0017_c0092,preserved
CEG2000_f4_r0016_c0092,CEG2000_f4_r0017_c0093,new
CEG2000_f4_r0016_c0093,CEG2000_f4_r0016_c0094,preserved
CEG2000_f4_r0016_c0093,CEG2000_f4_r0017_c0093,preserved
CEG2000_f4_r0016_c0094,CEG2000_f4_r0017_c0093,new
CEG2000_f4_r0017_c0083,CEG2000_f4_r0017_c0084,preserved
CEG2000_f4_r0017_c0086,CEG2000_f4_r0017_c0087,preserved
CEG2000_f4_r0017_c0087,CEG2000_f4_r0017_c0088,preserved
CEG2000_f4_r0017_c0087,CEG2000_f4_r0018_c0088,new
CEG2000_f4_r0017_c0088,CEG2000_f4_r0017_c0089,preserved
CEG2000_f4_r0017_c0088,CEG2000_f4_r0018_c0088,preserved
CEG2000_f4_r0017_c0088,CEG2000_f4_r0018_c0089,new
CEG2000_f4_r0017_c0089,CEG2000_f4_r0017_c0090,preserved
CEG2000_f4_r0017_c0089,CEG2000_f4_r0018_c0089,preserved
CEG2000_f4_r0017_c0089,CEG2000_f4_r0018_c0090,new
CEG2000_f4_r0017_c0090,CEG2000_f4_r0017_c0091,preserved
CEG2000_f4_r0017_c0090,CEG2000_f4_r0018_c0090,preserved
CEG2000_f4_r0017_c0090,CEG2000_f4_r0018_c0091,new
CEG2000_f4_r0017_c0091,CEG2000_f4_r0017_c0092,preserved
CEG2000_f4_r0017_c0091,CEG2000_f4_r0018_c0091,preserved
CEG2000_f4_r0017_c0091,CEG2000_f4_r0018_c0092,new
CEG2000_f4_r0017_c0092,CEG2000_f4_r0017_c0093,preserved
CEG2000_f4_r0017_c0092,CEG2000_f4_r0018_c0092,preserved
CEG2000_f4_r0017_c0092,CEG2000_f4_r0018_c0093,new
CEG2000_f4_r0017_c0092,CEG2000_f4_r0018_c0094,new
CEG2000_f4_r0017_c0092,CEG2000_f4_r0019_c0094,new
CEG2000_f4_r0017_c0093,CEG2000_f4_r0018_c0093,lost
CEG2000_f4_r0017_c0093,CEG2000_f4_r0018_c0094,new
CEG2000_f4_r0018_c0088,CEG2000_f4_r0018_c0089,preserved
CEG2000_f4_r0018_c0089,CEG2000_f4_r0018_c0090,preserved
CEG2000_f4_r0018_c0089,CEG2000_f4_r0019_c0090,new
CEG2000_f4_r0018_c0090,CEG2000_f4_r0018_c0091,preserved
CEG2000_f4_r0018_c0090,CEG2000_f4_r0019_c0090,preserved
CEG2000_f4_r0018_c0090,CEG2000_f4_r0019_c0091,new
CEG2000_f4_r0018_c0091,CEG2000_f4_r0018_c0092,preserved
CEG2000_f4_r0018_c0091,CEG2000_f4_r0019_c0091,preserved
CEG2000_f4_r0018_c0091,CEG2000_f4_r0019_c0092,new
CEG2000_f4_r0018_c0092,CEG2000_f4_r0018_c0093,lost
CEG2000_f4_r0018_c0092,CEG2000_f4_r0019_c0092,preserved
