source,target,status
CEG2000_f4_r0022_c0102,CEG2000_f4_r0023_c0102,lost
CEG2000_f4_r0022_c0103,CEG2000_f4_r0022_c0104,preserved
CEG2000_f4_r0022_c0103,CEG2000_f4_r0023_c0101,new
CEG2000_f4_r0022_c0103,CEG2000_f4_r0023_c0102,new
CEG2000_f4_r0022_c0103,CEG2000_f4_r0023_c0103,preserved
CEG2000_f4_r0022_c0104,CEG2000_f4_r0022_c0105,lost
CEG2000_f4_r0022_c0104,CEG2000_f4_r0023_c0104,lost
CEG2000_f4_r0022_c0105,CEG2000_f4_r0022_c0106,preserved
CEG2000_f4_r0022_c0105,CEG2000_f4_r0022_c0107,new
CEG2000_f4_r0022_c0105,CEG2000_f4_r0023_c0105,lost
CEG2000_f4_r0022_c0106,CEG2000_f4_r0022_c0107,preserved
CEG2000_f4_r0022_c0106,CEG2000_f4_r0023_c0106,lost
CEG2000_f4_r0022_c0106,CEG2000_f4_r0023_c0107,new
CEG2000_f4_r0022_c0106,CEG2000_f4_r0023_c0108,new
CEG2000_f4_r0022_c0107,CEG2000_f4_r0022_c0108,preserved
CEG2000_f4_r0022_c0107,CEG2000_f4_r0023_c0107,lost
CEG2000_f4_r0022_c0107,CEG2000_f4_r0023_c0108,new
CEG2000_f4_r0022_c0108,CEG2000_f4_r0023_c0108,preserved
CEG2000_f4_r0022_c0108,CEG2000_f4_r0024_c0110,new
CEG2000_f4_r0022_c0108,CEG2000_f4_r0024_c0111,new
CEG2000_f4_r0023_c0100,CEG2000_f4_r0023_c0101,preserved
CEG2000_f4_r0023_c0100,CEG2000_f4_r0024_c0100,preserved
CEG2000_f4_r0023_c0101,CEG2000_f4_r0023_c0102,preserved
CEG2000_f4_r0023_c0101,CEG2000_f4_r0024_c0100,new
CEG2000_f4_r0023_c0101,CEG2000_f4_r0024_c0101,lost
CEG2000_f4_r0023_c0102,CEG2000_f4_r0023_c0103,preserved
CEG2000_f4_r0023_c0102,CEG2000_f4_r0024_c0100,new
CEG2000_f4_r0023_c0102,CEG2000_f4_r0024_c0101,new
CEG2000_f4_r0023_c0102,CEG2000_f4_r0024_c0102,preserved
CEG2000_f4_r0023_c0103,CEG2000_f4_r0023_c0104,lost
CEG2000_f4_r0023_c0103,CEG2000_f4_r0024_c0102,new
CEG2000_f4_r0023_c0103,CEG2000_f4_r0024_c0103,preserved
CEG2000_f4_r0023_c0103,CEG2000_f4_r0025_c0102,new
CEG2000_f4_r0023_c0104,CEG2000_f4_r0023_c0105,lost
CEG2000_f4_r0023_c0104,CEG2000_f4_r0024_c0103,new
CEG2000_f4_r0023_c0104,CEG2000_f4_r0024_c0104,preserved
CEG2000_f4_r0023_c0104,CEG2000_f4_r0025_c0103,new
CEG2000_f4_r0023_c0104,CEG2000_f4_r0025_c0104,new
CEG2000_f4_r0023_c0105,CEG2000_f4_r0023_c0106,preserved
CEG2000_f4_r0023_c0105,CEG2000_f4_r0024_c0105,lost
CEG2000_f4_r0023_c0105,CEG2000_f4_r0024_c0106,new
CEG2000_f4_r0023_c0105,CEG2000_f4_r0024_c0107,new
CEG2000_f4_r0023_c0105,CEG2000_f4_r0024_c0108,new
CEG2000_f4_r0023_c0105,CEG2000_f4_r0025_c0108,new
CEG2000_f4_r0023_c0106,CEG2000_f4_r0023_c0107,preserved
CEG2000_f4_r0023_c0106,CEG2000_f4_r0024_c0106,lost
CEG2000_f4_r0023_c0106,CEG2000_f4_r0024_c0108,new
CEG2000_f4_r0023_c0107,CEG2000_f4_r0023_c0108,preserved
CEG2000_f4_r0023_c0107,CEG2000_f4_r0024_c0107,lost
CEG2000_f4_r0023_c0107,CEG2000_f4_r0024_c0108,new
CEG2000_f4_r0023_c0108,CEG2000_f4_r0024_c0108,preserved
