source,target,status
CEG2000_f4_r0016_c0097,CEG2000_f4_r0016_c0098,preserved
CEG2000_f4_r0016_c0098,CEG2000_f4_r0016_c0099,preserved
CEG2000_f4_r0016_c0098,CEG2000_f4_r0017_c0098,preserved
CEG2000_f4_r0016_c0099,CEG2000_f4_r0016_c0100,preserved
CEG2000_f4_r0016_c0099,CEG2000_f4_r0017_c0099,preserved
CEG2000_f4_r0016_c0100,CEG2000_f4_r0016_c0101,preserved
CEG2000_f4_r0016_c0100,CEG2000_f4_r0017_c0099,new
CEG2000_f4_r0016_c0100,CEG2000_f4_r0017_c0100,preserved
CEG2000_f4_r0016_c0101,CEG2000_f4_r0017_c0101,preserved
CEG2000_f4_r0016_c0105,CEG2000_f4_r0016_c0106,preserved
CEG2000_f4_r0017_c0098,CEG2000_f4_r0017_c0099,preserved
CEG2000_f4_r0017_c0099,CEG2000_f4_r0017_c0100,preserved
CEG2000_f4_r0017_c0100,CEG2000_f4_r0017_c0101,preserved
CEG2000_f4_r0017_c0101,CEG2000_f4_r0017_c0102,preserved
