dataset,method,view,neighbor_model,cell_count,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2
广西,GeoDisk,disk,4-neighbor,142,0.5440414507772021,0.8467741935483871,0.662460567823344,248,386,210,38,176,0.5296883184476392
广西,GeoDisk,disk,8-neighbor,142,0.8160621761658031,0.6508264462809917,0.7241379310344827,484,386,315,169,71,0.6551164906716255
广西,GeoAnnulus,annulus,4-neighbor,142,0.5300859598853869,0.7459677419354839,0.6197654941373534,248,349,185,63,164,0.5274108739606056
广西,GeoAnnulus,annulus,8-neighbor,142,0.7908309455587392,0.5702479338842975,0.6626650660264106,484,349,276,208,73,0.5640507822516488
广西,GeoDisk-Final,disk,4-neighbor,142,0.6447368421052632,0.9879032258064516,0.7802547770700636,248,380,245,3,135,0.6412952409611155
广西,GeoDisk-Final,disk,8-neighbor,142,0.9710526315789474,0.762396694214876,0.8541666666666666,484,380,369,115,11,0.7816482548445223
广西,GeoAnnulus-Final,annulus,4-neighbor,142,0.637883008356546,0.9233870967741935,0.7545304777594728,248,359,229,19,130,0.6436849409785506
广西,GeoAnnulus-Final,annulus,8-neighbor,142,0.9498607242339833,0.7045454545454546,0.8090154211150653,484,359,341,143,18,0.6989299554914333
安徽,Direct Polar,disk,4-neighbor,96,0.7079646017699115,1.0,0.8290155440414507,160,226,160,0,66,0.7035835532340466
安徽,Direct Polar,disk,8-neighbor,96,0.9646017699115044,0.6964856230031949,0.8089053803339519,313,226,218,95,8,0.7347237240720865
安徽,Direct Polar,annulus,4-neighbor,96,0.6896551724137931,1.0,0.8163265306122449,160,232,160,0,72,0.7050289900086728
安徽,Direct Polar,annulus,8-neighbor,96,0.9655172413793104,0.7156549520766773,0.8220183486238533,313,232,224,89,8,0.7245700174499264
安徽,Harmonic,disk,4-neighbor,96,0.6255144032921811,0.95,0.7543424317617866,160,243,152,8,91,0.6378051807243467
安徽,Harmonic,disk,8-neighbor,96,0.9300411522633745,0.7220447284345048,0.8129496402877698,313,243,226,87,17,0.7402346811108401
安徽,Harmonic,annulus,4-neighbor,96,0.5956521739130435,0.85625,0.7025641025641024,160,230,137,23,93,0.6094189470749553
安徽,Harmonic,annulus,8-neighbor,96,0.8956521739130435,0.65814696485623,0.7587476979742173,313,230,206,107,24,0.666316830298166
